timestamp,right_servo_cmds,right_servo_pos,right_x,right_y,right_z,right_qx,right_qy,right_qz,left_servo_cmds,left_servo_pos,left_x,left_y,left_z,left_qx,left_qy,left_qz
1749210237.6132424,25.0,0.994,0.054952,-2.5e-05,0.203386,0.0,1.48352986419518,-0.0004537856055185257,25.0,0.9977011494252873,0.054952,0.0,0.203386,0.0,1.48352986419518,0.0
1749210237.6622367,25.0,0.994,0.054952,-2.5e-05,0.203386,0.0,1.48352986419518,-0.0004537856055185257,25,0.9977011494252873,0.054952,0.0,0.203386,0.0,1.48352986419518,0.0
1749210237.7138648,25.0,0.994,0.054952,-2.5e-05,0.203386,0.0,1.48352986419518,-0.0004537856055185257,25.0,0.9977011494252873,0.054952,0.0,0.203386,0.0,1.48352986419518,0.0
1749210237.764206,25.0,0.994,0.054952,-2.5e-05,0.203386,0.0,1.48352986419518,-0.0004537856055185257,25,0.9977011494252873,0.054952,0.0,0.203386,0.0,1.48352986419518,0.0
1749210237.8158646,25.0,0.994,0.054952,-2.5e-05,0.203386,0.0,1.48352986419518,-0.0004537856055185257,25,0.9977011494252873,0.054952,0.0,0.203386,0.0,1.48352986419518,0.0
1749210237.8674474,25.0,0.994,0.054952,0.0,0.203386,0.0,1.48352986419518,0.0,25,0.9977011494252873,0.054952,0.0,0.203386,0.0,1.48352986419518,0.0
1749210237.9156384,25.0,0.994,0.054952,0.0,0.203386,0.0,1.48352986419518,0.0,25.0,0.9977011494252873,0.054952,0.0,0.203386,0.0,1.48352986419518,0.0
1749210237.9633825,24.91208791208794,0.994,0.054952,0.0,0.203386,0.0,1.48352986419518,0.0,25.0,0.9977011494252873,0.054952,0.0,0.203386,0.0,1.48352986419518,0.0
1749210238.0197423,25.0,0.993,0.054952,0.0,0.203386,0.0,1.48352986419518,0.0,25,0.9977011494252873,0.054952,0.0,0.203386,0.0,1.48352986419518,0.0
1749210238.0679343,25.0,0.994,0.054952,0.0,0.203386,0.0,1.48352986419518,0.0,25,0.9977011494252873,0.054952,0.0,0.203386,0.0,1.48352986419518,0.0
1749210238.1221995,25.0,0.994,0.054952,0.0,0.203386,0.0,1.48352986419518,0.0,25.0,0.9977011494252873,0.054952,0.0,0.203386,0.0,1.48352986419518,0.0
1749210238.1705534,25.0,0.994,0.054952,0.0,0.203386,0.0,1.48352986419518,0.0,25.0,0.9977011494252873,0.054952,0.0,0.203386,0.0,1.48352986419518,0.0
1749210238.2232423,25.0,0.994,0.054952,0.0,0.203386,0.0,1.48352986419518,0.0,25.0,0.9977011494252873,0.054952,0.0,0.203386,0.0,1.48352986419518,0.0
1749210238.274804,25.0,0.994,0.054952,0.0,0.203386,0.0,1.48352986419518,0.0,25.0,0.9977011494252873,0.054952,0.0,0.203386,0.0,1.48352986419518,0.0
1749210238.3261435,25.0,0.994,0.054952,0.0,0.203386,0.0,1.48352986419518,0.0,25,0.9977011494252873,0.054952,0.0,0.203386,0.0,1.48352986419518,0.0
1749210238.3772538,25.0,0.994,0.054952,0.0,0.203386,0.0,1.48352986419518,0.0,25,0.9977011494252873,0.054952,0.0,0.203386,0.0,1.48352986419518,0.0
1749210238.4331157,25.0,0.994,0.054952,0.0,0.203386,0.0,1.48352986419518,0.0,25.0,0.9977011494252873,0.054952,0.0,0.203386,0.0,1.48352986419518,0.0
1749210238.4845524,25.0,0.994,0.054952,0.0,0.203386,0.0,1.48352986419518,0.0,25.0,0.9977011494252873,0.054952,0.0,0.203386,0.0,1.48352986419518,0.0
1749210238.5339198,25.0,0.994,0.054952,0.0,0.203386,0.0,1.48352986419518,0.0,25,0.9977011494252873,0.054952,0.0,0.203386,0.0,1.48352986419518,0.0
1749210238.5839195,25.0,0.994,0.054952,0.0,0.203386,0.0,1.48352986419518,0.0,25.0,0.9977011494252873,0.054952,0.0,0.203386,0.0,1.48352986419518,0.0
