joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,gripper
1.5619737833232767,5.830550468200837,5.701664615745871,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.701664615745871,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.701664615745871,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.701664615745871,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.701664615745871,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.701664615745871,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5635081387096454,5.830550468200837,5.70319897113224,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.701664615745871,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.701664615745871,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.701664615745871,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.701664615745871,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.701664615745871,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.701664615745871,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5635081387096454,5.830550468200837,5.70319897113224,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.701664615745871,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.701664615745871,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.993192139155914,3.7576363412168026,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.701664615745871,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.701664615745871,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.701664615745871,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.701664615745871,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5635081387096454,5.830550468200837,5.70319897113224,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5635081387096454,5.830550468200837,5.70319897113224,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.701664615745871,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.701664615745871,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.8320848235872065,5.70319897113224,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.701664615745871,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.701664615745871,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5635081387096454,5.830550468200837,5.701664615745871,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.701664615745871,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.701664615745871,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5635081387096454,5.830550468200837,5.70319897113224,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.701664615745871,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.701664615745871,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.701664615745871,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.701664615745871,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5635081387096454,5.830550468200837,5.70319897113224,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.701664615745871,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.701664615745871,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.701664615745871,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.701664615745871,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.70319897113224,5.445427266222308,5.993192139155914,3.7561019858304343,5.235987755982989
1.5619737833232767,5.830550468200837,5.701664615745871,5.445427266222308,5.991657783769544,3.7561019858304343,5.235987755982989
