joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,gripper
-0.001534355386368702,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.001534355386368702,0.0,0.0,0.0,0.001534355386368702,0.0,0.0
0.0,-0.0015343553863678139,-0.001534355386368702,0.0,0.001534355386368702,0.0,0.0
-0.001534355386368702,-0.0015343553863678139,0.0,0.0,0.0,0.0,0.0
-0.001534355386368702,-0.0015343553863678139,-0.001534355386368702,0.0,0.0,0.0,0.0
-0.003068710772737404,0.0,-0.001534355386368702,0.0,0.0,0.0,0.0
-0.003068710772737404,-0.0015343553863678139,-0.001534355386368702,0.0,0.0,0.0,0.0
-0.003068710772737404,-0.0015343553863678139,-0.001534355386368702,0.0,0.0,0.0,0.0
-0.003068710772737404,-0.0015343553863678139,0.0,0.0,0.001534355386368702,0.0,0.0
-0.003068710772737404,-0.003068710772737404,-0.001534355386368702,0.0,0.0,0.0,0.0
-0.003068710772737404,-0.004603066159105218,0.0,0.0,0.001534355386368702,0.0,0.0
-0.003068710772737404,-0.00613742154547392,0.0,0.0,0.0,0.0,0.0
-0.003068710772737404,-0.00613742154547392,-0.001534355386368702,0.0,0.001534355386368702,0.0,0.0
-0.003068710772737404,-0.004603066159105218,-0.001534355386368702,0.0,0.001534355386368702,0.0,0.0
-0.003068710772737404,-0.004603066159105218,0.0,0.0,0.0,0.0,0.0
-0.003068710772737404,-0.004603066159105218,0.0,0.0,0.0,0.0,0.0
-0.003068710772737404,-0.003068710772737404,0.0,0.0,0.0,0.0,0.0
-0.003068710772737404,-0.0015343553863678139,-0.001534355386368702,0.0,0.0,0.0,0.0
-0.004603066159106106,-0.0015343553863678139,0.0,0.0,0.0,0.0,0.0
-0.006137421545474586,-0.0015343553863678139,0.0,0.0,0.0,0.0,0.0
-0.006137421545474586,-0.0015343553863678139,0.0,0.0,0.0,0.0,0.0
-0.007671776931843288,0.0015343553863695902,0.0,0.0,0.0,0.0,0.0
-0.01074048770458047,0.006137421545474808,0.0,0.0,0.0,0.0,0.0
-0.00920613231821199,0.009206132318212212,0.0,0.0015343553863678139,0.003068710772737404,0.0,0.0
-0.00920613231821199,0.010740487704580914,0.0,0.0015343553863678139,0.004603066159106106,0.0,0.0
-0.007671776931843288,0.010740487704580914,0.001534355386368702,0.0015343553863678139,0.006137421545474808,0.0,0.0
-0.006137421545474586,0.010740487704580914,0.001534355386368702,0.003068710772737404,0.00767177693184351,0.0,0.0
-0.006137421545474586,0.012274843090949616,0.001534355386368702,0.0015343553863678139,0.012274843090948728,0.0,0.0
